0;0;0;0;land;false;unknown;0
1;95;6;236;sea;false;ocean;1
2;48;35;248;sea;false;ocean;1
3;41;35;240;sea;false;ocean;1
4;96;6;240;sea;false;ocean;1
5;3;38;232;sea;false;ocean;1
6;98;6;248;sea;false;ocean;1
7;111;39;244;sea;false;ocean;1
8;85;6;236;sea;false;ocean;1
9;33;35;248;sea;false;ocean;1
10;53;35;248;sea;false;ocean;1
11;113;38;244;sea;false;ocean;1
12;23;40;240;sea;false;ocean;1
13;71;40;232;sea;true;ocean;1
14;29;32;236;sea;false;ocean;1
15;79;4;244;sea;false;ocean;1
16;83;4;240;sea;true;ocean;1
17;90;120;86;land;true;plains;1
18;90;105;211;land;true;plains;1
19;48;102;83;land;true;plains;1
20;49;4;244;sea;true;ocean;1
21;65;4;248;sea;true;ocean;1
22;44;28;232;sea;true;ocean;1
23;59;113;44;land;true;plains;1
24;48;120;28;land;true;plains;1
25;77;148;57;land;true;plains;1
26;119;67;200;land;true;plains;1
27;110;65;182;land;true;plains;1
28;127;72;214;land;true;plains;1
29;174;49;53;land;true;plains;1
30;173;52;57;land;true;plains;1
31;175;27;32;land;true;plains;1
32;49;6;93;land;true;plains;1
33;87;46;129;land;true;plains;1
34;131;174;14;land;true;plains;1
35;134;170;35;land;true;plains;1
36;22;33;236;sea;true;ocean;1
37;16;8;248;sea;true;ocean;1
38;5;8;244;sea;false;ocean;1
39;35;33;248;sea;false;ocean;1
40;17;2;248;sea;false;ocean;1
41;58;25;244;sea;false;ocean;1
42;52;25;240;sea;false;ocean;1
43;101;24;248;sea;false;ocean;1
44;98;24;236;sea;false;ocean;1
45;60;21;248;sea;false;ocean;1
46;119;12;248;sea;false;ocean;1
47;99;21;244;sea;false;ocean;1
48;23;22;248;sea;false;ocean;1
49;84;40;244;sea;false;ocean;1
50;48;14;240;sea;false;ocean;1
51;76;22;240;sea;false;ocean;1
52;41;14;232;sea;false;ocean;1
53;127;87;89;land;true;plains;1
54;27;33;236;sea;true;ocean;1
55;25;40;248;sea;true;ocean;1
56;3;150;150;land;true;plains;1
57;94;34;244;sea;true;ocean;1
58;26;33;232;sea;true;ocean;1
59;51;69;188;land;true;plains;1
60;134;195;44;land;true;plains;1
61;42;28;244;sea;true;ocean;1
62;19;17;74;land;true;plains;1
63;19;14;74;land;true;plains;1
64;17;27;236;sea;true;ocean;1
65;19;39;74;land;true;plains;1
66;69;34;244;sea;true;ocean;1
67;20;33;248;sea;false;ocean;1
68;117;4;248;sea;true;ocean;1
69;8;8;236;sea;true;ocean;1
70;19;24;74;land;true;plains;1
71;68;40;240;sea;true;ocean;1
72;95;34;248;land;true;plains;1
73;5;162;175;land;true;plains;1
74;14;8;240;sea;true;ocean;1
75;19;18;74;land;true;plains;1
76;87;26;248;sea;true;ocean;1
77;88;2;232;sea;true;ocean;1
78;51;70;188;land;true;plains;1
79;19;38;74;land;true;plains;1
80;19;33;244;sea;false;ocean;1
81;10;4;248;sea;true;ocean;1
82;103;34;240;sea;true;ocean;1
83;51;71;188;land;true;plains;1
84;11;33;232;sea;false;ocean;1
85;4;27;244;sea;true;ocean;1
86;27;32;248;sea;false;ocean;1
87;3;27;240;sea;true;ocean;1
88;70;21;248;sea;false;ocean;1
89;88;26;232;sea;true;ocean;1
90;24;40;244;sea;true;ocean;1
91;51;72;188;land;true;plains;1
92;19;40;74;land;true;plains;1
93;71;21;232;sea;false;ocean;1
94;19;19;74;land;true;plains;1
95;19;20;74;land;true;plains;1
96;49;6;143;land;true;plains;1
97;107;26;248;sea;true;ocean;1
98;116;8;240;sea;false;ocean;1
99;44;39;236;sea;false;ocean;1
100;11;8;248;sea;true;ocean;1
101;21;24;236;sea;false;ocean;1
102;86;26;244;sea;true;ocean;1
103;93;34;240;sea;false;ocean;1
104;19;13;74;land;true;plains;1
105;126;27;244;sea;false;ocean;1
106;6;102;175;land;true;plains;1
107;125;27;240;sea;false;ocean;1
108;132;123;214;land;true;plains;1
109;51;68;188;land;true;plains;1
110;19;16;74;land;true;plains;1
111;123;27;232;sea;false;ocean;1
112;15;33;248;sea;false;ocean;1
113;19;21;74;land;true;plains;1
114;29;33;244;sea;true;ocean;1
115;7;27;236;sea;true;ocean;1
116;6;8;248;sea;false;ocean;1
117;35;35;236;sea;false;ocean;1
118;30;30;244;sea;true;ocean;1
119;19;22;74;land;true;plains;1
120;108;27;232;sea;true;ocean;1
121;104;34;244;sea;false;ocean;1
