1;2554.00;10.53;1400.00;small
2;2407.00;9.60;1323.00;big
2;2346.00;10.60;1249.00;big
3;3193.00;10.50;1597.00;big
3;3100.00;10.25;1626.00;big
4;2241.00;11.20;1157.00;big
4;2323.00;9.88;1121.00;big
5;2239.00;9.70;1238.00;big
5;2282.00;9.80;1315.00;big
6;2449.00;10.05;1720.00;big
6;2354.00;10.50;1694.00;big
7;2359.00;10.10;1527.00;big
7;2414.00;10.40;1609.00;big
8;2324.00;10.63;1441.00;big
8;2248.00;9.90;1406.00;big
9;2390.00;10.25;1420.00;big
9;2473.00;9.88;1448.00;big
10;2279.00;10.20;1615.00;big
10;2265.00;10.20;1511.00;big
11;2456.00;9.98;1498.00;big
11;2475.00;9.80;1559.00;big
12;2192.00;9.85;1342.00;big
12;2159.00;11.40;1241.00;big
13;2195.00;10.90;1054.00;big
13;2056.00;15.05;1029.00;big
14;2381.00;10.00;1819.00;big
14;2248.00;9.90;1880.00;big
15;2188.00;9.98;1720.00;big
15;2124.00;10.25;1923.00;big
16;2046.00;10.18;1521.00;big
16;2002.00;10.95;1577.00;big
17;2087.00;11.07;1433.00;big
17;2161.00;11.80;1438.00;big
18;2182.00;10.00;1520.00;big
18;2139.00;10.45;1590.00;big
19;2525.00;11.55;1805.00;big
19;2617.00;10.50;1776.00;big
20;2106.00;10.88;1237.00;big
20;2104.00;13.13;1143.00;big
21;2055.00;11.35;1300.00;big
21;2075.00;11.53;1367.00;big
22;2023.00;10.88;1171.00;big
22;1973.00;9.85;1245.00;big
23;1951.00;11.05;1341.00;big
23;1988.00;12.15;1386.00;big
24;1904.00;10.90;1568.00;big
24;1959.00;11.15;1476.00;big
25;2166.00;9.65;1156.00;big
25;2181.00;10.00;1127.00;big
26;1911.00;12.32;1881.00;big
26;1666.00;9.57;1913.00;big
27;1907.00;11.20;1673.00;big
27;2030.00;10.45;1674.00;big
28;2508.00;9.90;1063.00;big
28;2430.00;11.43;1145.00;big
29;2726.00;13.60;1639.00;big
29;2712.00;10.78;1734.00;big
30;2599.00;10.45;1598.00;big
30;2555.00;10.38;1672.00;big
31;3034.00;13.13;1722.00;big
31;2903.00;10.43;1776.00;big
32;2931.00;10.35;1663.00;big
32;2992.00;10.73;1566.00;big
33;3213.00;10.38;1463.00;big
33;3093.00;10.18;1496.00;big
34;3383.00;10.35;1532.00;big
34;3297.00;11.25;1523.00;big
35;3369.00;9.80;1712.00;big
35;3227.00;10.00;1762.00;big
36;3497.00;10.20;1590.00;big
36;3729.00;10.00;1612.00;big
37;4061.00;11.03;1437.00;big
37;4014.00;9.90;1658.00;big
38;2890.00;10.65;1539.00;big
38;2843.00;10.48;1651.00;big
39;2741.00;11.50;1852.00;big
39;2795.00;10.78;1763.00;big
40;1530.00;9.50;1207.00;big
40;1530.00;9.50;710.00;big
41;3640.00;10.35;1087.00;big
41;3763.00;10.00;1192.00;big
42;2711.00;9.50;733.00;big
42;2602.00;9.50;820.00;big
43;2650.00;9.50;1904.00;big
43;2908.00;9.50;1885.00;big
44;3726.00;9.50;1977.00;big
44;3145.00;9.50;1920.00;big
45;3155.00;9.82;1366.00;big
45;3037.00;9.90;1319.00;big
46;2316.00;9.50;1922.00;big
46;2137.00;9.50;1983.00;big
47;1981.00;9.50;2018.00;big
47;1806.00;9.50;2016.00;big
48;2223.00;10.23;210.00;big
48;2274.00;10.55;74.00;big
49;3347.00;9.50;737.00;big
49;3395.00;9.50;593.00;big
50;3457.00;10.50;762.00;big
50;3406.00;10.18;666.00;big
51;3409.00;9.50;497.00;big
51;3394.00;9.50;406.00;big
52;2187.00;9.50;1221.00;big
52;2338.00;9.50;1372.00;big
53;2320.00;9.50;94.00;big
53;2217.00;9.50;222.00;big
54;1953.00;10.43;114.00;big
54;2128.00;10.38;49.00;big
55;2013.00;9.50;280.00;big
55;2098.00;9.65;205.00;big
56;2075.00;11.13;547.00;big
56;2049.00;11.03;414.00;big
57;1925.00;9.50;439.00;big
57;1757.00;9.50;534.00;big
58;2051.00;9.50;762.00;big
58;2076.00;9.50;930.00;big
59;2542.00;9.50;923.00;big
59;2452.00;9.50;966.00;big
60;2126.00;9.50;1068.00;big
60;2270.00;9.50;1028.00;big
61;2556.00;9.50;1094.00;big
61;2634.00;9.50;1009.00;big
62;1858.00;9.50;1290.00;big
62;1855.00;9.50;1446.00;big
63;2490.00;9.50;1315.00;big
63;2471.00;9.50;1198.00;big
64;1797.00;9.95;1610.00;big
64;1708.00;9.50;1763.00;big
65;1466.00;9.50;1982.00;big
65;1530.00;9.50;1876.00;big
66;1188.00;9.50;1945.00;big
66;1252.00;9.50;1743.00;big
67;1393.00;9.50;1534.00;big
67;1687.00;9.50;1376.00;big
68;5136.00;9.50;1722.00;big
68;5467.00;9.50;1474.00;big
69;5485.00;9.50;641.00;big
69;5314.00;9.50;1015.00;big
70;4989.00;9.50;222.00;big
70;5414.00;9.50;135.00;big
71;4844.00;9.50;522.00;big
71;4773.00;9.50;1047.00;big
72;757.00;9.50;1789.00;big
72;255.00;9.50;1532.00;big
73;785.00;9.50;1379.00;big
73;1041.00;9.50;1325.00;big
74;112.00;9.50;803.00;big
74;287.00;9.50;1135.00;big
75;473.00;9.50;504.00;big
75;151.00;9.50;238.00;big
76;962.00;9.50;780.00;big
76;1194.00;9.50;786.00;big
77;750.00;9.50;362.00;big
77;1153.00;9.50;336.00;big
78;1594.00;9.50;140.00;big
78;1589.00;9.50;414.00;big
79;1827.00;9.98;841.00;big
79;1863.00;11.13;674.00;big
80;1760.00;9.90;1162.00;big
80;1927.00;9.50;1086.00;big
81;3542.00;9.50;1858.00;big
81;3811.00;9.50;1742.00;big
82;4580.00;9.50;1753.00;big
82;4453.00;9.50;1883.00;big
83;4518.00;9.57;1522.00;big
83;4318.00;9.50;1310.00;big
84;4006.00;9.50;998.00;big
84;4163.00;9.50;1090.00;big
85;3936.00;9.50;896.00;big
85;3876.00;9.50;799.00;big
86;3708.00;9.50;471.00;big
86;3791.00;12.57;623.00;big
87;4054.00;9.50;774.00;big
87;4194.00;9.50;594.00;big
88;4494.00;9.50;423.00;big
88;4407.00;9.50;809.00;big
89;4121.00;9.50;359.00;big
89;4270.00;9.50;454.00;big
90;3732.00;9.50;340.00;big
90;3903.00;9.50;240.00;big
91;3450.00;10.35;301.00;big
91;3589.00;10.90;228.00;big
92;4395.00;9.50;164.00;big
92;3726.00;9.50;91.00;big
93;3265.00;10.80;47.00;big
93;3379.00;9.50;50.00;big
94;3396.00;9.50;145.00;big
94;3352.00;9.50;278.00;big
95;3166.00;10.30;208.00;big
95;3177.00;10.38;313.00;big
96;3055.00;9.50;79.00;big
96;3156.00;9.50;86.00;big
97;2663.00;9.50;148.00;big
97;2849.00;9.50;162.00;big
98;2490.00;9.50;119.00;big
98;2373.00;9.50;172.00;big
99;2399.00;9.50;321.00;big
99;2306.00;12.25;282.00;big
100;2380.00;10.55;532.00;big
100;2459.00;9.50;477.00;big
101;2176.00;9.50;692.00;big
101;2304.00;9.78;620.00;big
102;2703.00;9.50;609.00;big
102;2611.00;9.50;531.00;big
103;2798.00;9.50;638.00;big
103;2863.00;9.50;566.00;big
104;3030.00;9.50;398.00;big
104;2939.00;9.50;493.00;big
105;3014.00;9.50;181.00;big
105;3009.00;9.50;278.00;big
106;2845.00;9.50;315.00;big
106;2746.00;9.50;449.00;big
107;2681.00;9.50;346.00;big
107;2558.00;9.50;349.00;big
108;2799.00;9.50;1272.00;big
108;2767.00;10.20;1037.00;big
